Clase Original;Clase Predicha
0;[[0.5010003]]
0;[[0.4844897]]
0;[[0.48560128]]
0;[[0.4842587]]
0;[[0.48412514]]
1;[[0.48407084]]
0;[[0.48410475]]
0;[[0.48463112]]
0;[[0.4842109]]
0;[[0.5226352]]
1;[[0.48408416]]
0;[[0.48457417]]
0;[[0.4840675]]
1;[[0.48599273]]
1;[[0.48550054]]
0;[[0.48495674]]
0;[[0.48501137]]
1;[[0.48423618]]
1;[[0.48457417]]
0;[[0.4840675]]
1;[[0.48662114]]
1;[[0.48450455]]
1;[[0.48545793]]
1;[[0.48450455]]
0;[[0.48410735]]
0;[[0.48495674]]
1;[[0.4840675]]
0;[[0.48450455]]
1;[[0.48466152]]
0;[[0.48407084]]
0;[[0.48417267]]
1;[[0.48475844]]
0;[[0.484058]]
0;[[0.4840675]]
0;[[0.48887807]]
0;[[0.48423523]]
0;[[0.4920647]]
1;[[0.50028884]]
0;[[0.48426473]]
1;[[0.4948174]]
1;[[0.48411465]]
0;[[0.48411664]]
1;[[0.48450455]]
1;[[0.48454896]]
1;[[0.485324]]
1;[[0.484058]]
0;[[0.485324]]
0;[[0.48604074]]
0;[[0.48710585]]
1;[[0.48419264]]
1;[[0.48548898]]
0;[[0.4866555]]
0;[[0.4850014]]
1;[[0.48414502]]
1;[[0.48563033]]
1;[[0.48920006]]
0;[[0.48450455]]
1;[[0.48463112]]
0;[[0.48335537]]
1;[[0.485324]]
0;[[0.4849581]]
1;[[0.48495674]]
1;[[0.48450455]]
0;[[0.52573794]]
1;[[0.4866555]]
0;[[0.48495674]]
0;[[0.4840675]]
0;[[0.48463967]]
0;[[0.48457417]]
1;[[0.485324]]
0;[[0.48414502]]
0;[[0.48824167]]
1;[[0.485324]]
1;[[0.48427853]]
0;[[0.49643576]]
1;[[0.484527]]
0;[[0.48839626]]
0;[[0.49143597]]
0;[[0.484058]]
1;[[0.48450455]]
1;[[0.48488826]]
1;[[0.49887878]]
1;[[0.48564693]]
1;[[0.4850038]]
0;[[0.48414502]]
0;[[0.5303568]]
0;[[0.48463672]]
0;[[0.58620477]]
1;[[0.48899612]]
1;[[0.49666548]]
0;[[0.4842587]]
1;[[0.49606916]]
0;[[0.48516834]]
0;[[0.48642412]]
0;[[0.4840897]]
0;[[0.48414811]]
0;[[0.48920006]]
0;[[0.48548785]]
1;[[0.4862799]]
1;[[0.48497796]]
1;[[0.48502696]]
1;[[0.4845943]]
0;[[0.4850014]]
1;[[0.48899776]]
0;[[0.48507836]]
1;[[0.48831075]]
1;[[0.48434222]]
1;[[0.48447457]]
0;[[0.48462296]]
1;[[0.485324]]
0;[[0.484058]]
0;[[0.485324]]
0;[[0.48495674]]
0;[[0.48490894]]
0;[[0.4874012]]
0;[[0.484058]]
1;[[0.48450455]]
0;[[0.4853505]]
0;[[0.48464635]]
1;[[0.48423523]]
0;[[0.48642412]]
1;[[0.48889345]]
0;[[0.4845943]]
1;[[0.485324]]
1;[[0.484299]]
1;[[0.48540112]]
1;[[0.4880236]]
1;[[0.5098513]]
1;[[0.48424453]]
1;[[0.51272726]]
1;[[0.4844689]]
1;[[0.4844897]]
1;[[0.484624]]
1;[[0.4849211]]
0;[[0.49185705]]
1;[[0.48882467]]
0;[[0.4845943]]
0;[[0.48488927]]
0;[[0.49216586]]
0;[[0.49701378]]
1;[[0.48437127]]
1;[[0.4833293]]
0;[[0.48450732]]
0;[[0.49206445]]
0;[[0.48495674]]
1;[[0.485324]]
1;[[0.48416218]]
0;[[0.48450455]]
1;[[0.48792794]]
0;[[0.48495674]]
0;[[0.4846017]]
0;[[0.48719972]]
0;[[0.49187517]]
0;[[0.484522]]
0;[[0.4842881]]
0;[[0.48885134]]
1;[[0.48414502]]
1;[[0.52565575]]
1;[[0.601398]]
0;[[0.484112]]
0;[[0.4853057]]
1;[[0.48746684]]
1;[[0.48423618]]
1;[[0.48729554]]
1;[[0.49160013]]
0;[[0.5237452]]
1;[[0.48463112]]
1;[[0.48473087]]
0;[[0.4853618]]
0;[[0.4892221]]
0;[[0.4850207]]
0;[[0.48495674]]
0;[[0.48495674]]
1;[[0.48479065]]
1;[[0.4978326]]
1;[[0.48562545]]
0;[[0.48495674]]
0;[[0.48411256]]
0;[[0.49670783]]
1;[[0.4840675]]
0;[[0.4844897]]
1;[[0.48423523]]
1;[[0.48345897]]
1;[[0.49975148]]
1;[[0.48540625]]
1;[[0.48417458]]
0;[[0.4842587]]
1;[[0.49692982]]
0;[[0.5036718]]
0;[[0.48463112]]
0;[[0.48424527]]
1;[[0.49737415]]
0;[[0.4842418]]
0;[[0.48450455]]
1;[[0.48423523]]
0;[[0.4872773]]
1;[[0.48488826]]
1;[[0.48501575]]
1;[[0.485324]]
1;[[0.48894292]]
1;[[0.48504898]]
0;[[0.4840675]]
0;[[0.4917809]]
1;[[0.4917933]]
1;[[0.48901704]]
1;[[0.48365417]]
1;[[0.48669755]]
1;[[0.4843784]]
1;[[0.4848642]]
1;[[0.53700304]]
1;[[0.4845184]]
0;[[0.48463112]]
0;[[0.48407084]]
1;[[0.48462746]]
0;[[0.48450455]]
0;[[0.48495674]]
0;[[0.48419735]]
1;[[0.4840675]]
1;[[0.48423523]]
1;[[0.4842025]]
1;[[0.4840675]]
1;[[0.485324]]
0;[[0.4841007]]
1;[[0.4847938]]
0;[[0.48640698]]
1;[[0.48423523]]
0;[[0.4853698]]
1;[[0.4835415]]
0;[[0.4844569]]
1;[[0.48423523]]
1;[[0.4888948]]
0;[[0.485324]]
1;[[0.5305227]]
1;[[0.4856323]]
0;[[0.4840675]]
1;[[0.4888117]]
1;[[0.5010159]]
0;[[0.4856323]]
1;[[0.4842587]]
0;[[0.4840675]]
1;[[0.4853302]]
0;[[0.48423523]]
1;[[0.49316767]]
0;[[0.48495674]]
0;[[0.48562545]]
0;[[0.4840675]]
0;[[0.4922849]]
0;[[0.48457417]]
1;[[0.48427463]]
1;[[0.48600796]]
1;[[0.4866251]]
1;[[0.48423168]]
0;[[0.48495674]]
1;[[0.48729578]]
1;[[0.52811384]]
1;[[0.49154636]]
1;[[0.48792794]]
1;[[0.48527953]]
1;[[0.52096474]]
0;[[0.48612294]]
1;[[0.49167332]]
0;[[0.4853957]]
0;[[0.48412666]]
1;[[0.49150324]]
1;[[0.49704945]]
1;[[0.48414344]]
0;[[0.49642512]]
1;[[0.48662826]]
1;[[0.48883942]]
0;[[0.48418984]]
0;[[0.5792227]]
1;[[0.48516834]]
1;[[0.48305842]]
1;[[0.49205542]]
1;[[0.48457736]]
0;[[0.48368913]]
1;[[0.48482814]]
0;[[0.5470564]]
0;[[0.4845943]]
0;[[0.4844569]]
1;[[0.4840675]]
0;[[0.48451215]]
0;[[0.4842587]]
0;[[0.4840675]]
0;[[0.485324]]
0;[[0.48778963]]
0;[[0.485097]]
0;[[0.4918374]]
1;[[0.48414344]]
1;[[0.48426947]]
1;[[0.49312496]]
1;[[0.51813376]]
0;[[0.48495674]]
1;[[0.48815075]]
1;[[0.5270329]]
1;[[0.4846513]]
1;[[0.4840675]]
1;[[0.4952573]]
0;[[0.52631605]]
0;[[0.4844569]]
0;[[0.5127774]]
0;[[0.49634027]]
1;[[0.4860078]]
1;[[0.49674457]]
0;[[0.48495674]]
0;[[0.4845943]]
1;[[0.48902485]]
1;[[0.48903275]]
0;[[0.49085474]]
0;[[0.48562545]]
0;[[0.48495674]]
1;[[0.48457655]]
0;[[0.48420176]]
1;[[0.5014125]]
0;[[0.49212587]]
0;[[0.48495674]]
0;[[0.48920006]]
0;[[0.49205932]]
1;[[0.4840675]]
0;[[0.52922404]]
0;[[0.48457387]]
1;[[0.48276842]]
0;[[0.5313061]]
0;[[0.48519048]]
0;[[0.48495674]]
0;[[0.49615878]]
1;[[0.48495674]]
1;[[0.49236003]]
0;[[0.4879058]]
0;[[0.51097023]]
0;[[0.48695046]]
0;[[0.52573794]]
1;[[0.49606705]]
1;[[0.49616516]]
1;[[0.4876825]]
0;[[0.48414344]]
0;[[0.4849574]]
1;[[0.48450685]]
1;[[0.4979608]]
0;[[0.48920006]]
0;[[0.48495674]]
0;[[0.49697816]]
1;[[0.48423523]]
1;[[0.4841953]]
0;[[0.4953759]]
1;[[0.48516792]]
0;[[0.52571714]]
1;[[0.49693322]]
0;[[0.4840675]]
1;[[0.4840675]]
0;[[0.4845713]]
1;[[0.4842418]]
0;[[0.4840675]]
1;[[0.4840897]]
0;[[0.4842587]]
0;[[0.484058]]
1;[[0.48720622]]
0;[[0.49615517]]
0;[[0.4840675]]
0;[[0.52565575]]
1;[[0.48450455]]
0;[[0.48432317]]
0;[[0.48500633]]
0;[[0.48651597]]
0;[[0.4840675]]
0;[[0.4844897]]
0;[[0.4844897]]
0;[[0.484058]]
1;[[0.48848438]]
0;[[0.48548785]]
0;[[0.484058]]
0;[[0.4840846]]
0;[[0.4921538]]
0;[[0.48422292]]
1;[[0.48787048]]
1;[[0.48495674]]
1;[[0.52096474]]
1;[[0.49614048]]
1;[[0.48462746]]
1;[[0.5270326]]
1;[[0.48806128]]
1;[[0.4849923]]
0;[[0.486394]]
0;[[0.4844897]]
0;[[0.48457417]]
0;[[0.48364216]]
1;[[0.48500633]]
0;[[0.48497796]]
0;[[0.4840675]]
0;[[0.48450455]]
0;[[0.48414502]]
0;[[0.4850207]]
1;[[0.48426947]]
0;[[0.48450455]]
1;[[0.49636215]]
0;[[0.48466152]]
0;[[0.48478204]]
1;[[0.49522755]]
1;[[0.4841853]]
1;[[0.48463205]]
1;[[0.48993042]]
0;[[0.48495674]]
0;[[0.48450455]]
0;[[0.48495674]]
0;[[0.48466]]
1;[[0.4843502]]
0;[[0.4840675]]
1;[[0.5258891]]
1;[[0.5384363]]
1;[[0.48812473]]
1;[[0.48527133]]
1;[[0.48454058]]
1;[[0.49264556]]
0;[[0.49694628]]
0;[[0.48465127]]
0;[[0.48632392]]
1;[[0.484058]]
0;[[0.48450488]]
1;[[0.4841797]]
1;[[0.48414502]]
1;[[0.52591413]]
0;[[0.48503345]]
1;[[0.48339045]]
1;[[0.48422748]]
0;[[0.5265953]]
1;[[0.49271506]]
0;[[0.48423523]]
0;[[0.4889837]]
1;[[0.48414811]]
1;[[0.4845943]]
1;[[0.484595]]
1;[[0.4866437]]
0;[[0.48657456]]
1;[[0.49891037]]
1;[[0.48719266]]
0;[[0.48463112]]
0;[[0.48495674]]
1;[[0.529564]]
1;[[0.48415616]]
1;[[0.4857841]]
0;[[0.48495674]]
0;[[0.4840675]]
1;[[0.49349084]]
0;[[0.48562545]]
1;[[0.5062088]]
0;[[0.48495674]]
1;[[0.48510337]]
0;[[0.48612294]]
0;[[0.4842904]]
1;[[0.48453647]]
1;[[0.50574535]]
1;[[0.4874032]]
0;[[0.484058]]
0;[[0.48423523]]
0;[[0.48450455]]
1;[[0.48416957]]
1;[[0.4930542]]
1;[[0.4850723]]
0;[[0.4923529]]
1;[[0.48495674]]
0;[[0.48457417]]
1;[[0.48456565]]
0;[[0.4841742]]
1;[[0.48409048]]
0;[[0.48764363]]
1;[[0.4844897]]
0;[[0.48415834]]
0;[[0.4969762]]
0;[[0.48562545]]
1;[[0.48383853]]
0;[[0.485324]]
0;[[0.4931976]]
0;[[0.48457387]]
0;[[0.4844897]]
0;[[0.55804384]]
0;[[0.48467842]]
1;[[0.48585907]]
0;[[0.48418114]]
0;[[0.48406383]]
0;[[0.48423523]]
0;[[0.48495674]]
0;[[0.48879784]]
0;[[0.48426017]]
1;[[0.48495674]]
1;[[0.4850845]]
0;[[0.48544586]]
0;[[0.4840897]]
1;[[0.4841532]]
1;[[0.48507836]]
0;[[0.49483436]]
1;[[0.50883526]]
1;[[0.49606338]]
0;[[0.48462227]]
1;[[0.5012801]]
0;[[0.4853411]]
1;[[0.48457655]]
0;[[0.4840897]]
1;[[0.4882799]]
0;[[0.48562545]]
0;[[0.48642412]]
0;[[0.48495674]]
0;[[0.4840675]]
1;[[0.4878901]]
1;[[0.48423392]]
1;[[0.48762393]]
0;[[0.4881758]]
0;[[0.5010003]]
0;[[0.48497796]]
0;[[0.48414344]]
0;[[0.4840675]]
0;[[0.48410097]]
0;[[0.48562545]]
1;[[0.48433432]]
0;[[0.48427248]]
0;[[0.49694082]]
0;[[0.48423523]]
1;[[0.4842227]]
1;[[0.484101]]
0;[[0.48467383]]
0;[[0.5258441]]
0;[[0.484058]]
1;[[0.48423523]]
1;[[0.48662543]]
0;[[0.48463112]]
0;[[0.4844897]]
1;[[0.50230795]]
0;[[0.48499653]]
1;[[0.48897168]]
0;[[0.4864044]]
0;[[0.48463112]]
1;[[0.4879713]]
0;[[0.48421305]]
0;[[0.48752946]]
1;[[0.4834921]]
0;[[0.48407084]]
1;[[0.48618558]]
0;[[0.487909]]
0;[[0.4845943]]
1;[[0.48566172]]
0;[[0.4840675]]
0;[[0.48465]]
1;[[0.4863961]]
1;[[0.4840675]]
0;[[0.48444575]]
1;[[0.49214464]]
0;[[0.4859985]]
1;[[0.48450455]]
1;[[0.49150324]]
0;[[0.48465636]]
1;[[0.4845246]]
1;[[0.484191]]
0;[[0.4849608]]
1;[[0.4849608]]
0;[[0.48458233]]
1;[[0.4833393]]
0;[[0.4844569]]
1;[[0.48498705]]
0;[[0.48887807]]
0;[[0.4928641]]
1;[[0.4855908]]
0;[[0.48516834]]
1;[[0.48407605]]
0;[[0.48455447]]
1;[[0.48756522]]
1;[[0.4842904]]
0;[[0.48457417]]
0;[[0.48582593]]
0;[[0.48778963]]
1;[[0.5027683]]
1;[[0.48423523]]
1;[[0.48516813]]
0;[[0.4840675]]
1;[[0.48412955]]
1;[[0.48663875]]
0;[[0.49304375]]
0;[[0.48911142]]
1;[[0.5151275]]
0;[[0.48622257]]
0;[[0.485097]]
0;[[0.48495674]]
1;[[0.48346916]]
1;[[0.48450455]]
0;[[0.48457417]]
1;[[0.4840675]]
0;[[0.48495674]]
0;[[0.48887807]]
1;[[0.5309403]]
1;[[0.5010908]]
0;[[0.48465958]]
0;[[0.49180683]]
0;[[0.4866555]]
0;[[0.4845943]]
0;[[0.48495674]]
0;[[0.48516876]]
0;[[0.48452288]]
0;[[0.48544586]]
1;[[0.5501003]]
1;[[0.4844569]]
0;[[0.48407525]]
0;[[0.48495674]]
1;[[0.48457825]]
1;[[0.48730043]]
1;[[0.51266754]]
0;[[0.48920006]]
0;[[0.4842587]]
0;[[0.48454762]]
0;[[0.4837422]]
1;[[0.4846101]]
0;[[0.4844569]]
0;[[0.4864147]]
0;[[0.494743]]
1;[[0.4853799]]
1;[[0.48855942]]
0;[[0.48450455]]
1;[[0.48453578]]
0;[[0.4844569]]
1;[[0.48451588]]
1;[[0.5087663]]
1;[[0.49532756]]
