Clase Original;Clase Predicha
0;[[0.48233524]]
1;[[0.48233294]]
0;[[0.48089603]]
1;[[0.48237404]]
0;[[0.48237187]]
1;[[0.48239157]]
1;[[0.4823416]]
1;[[0.4823853]]
0;[[0.4823812]]
1;[[0.48238865]]
1;[[0.4822485]]
0;[[0.48237413]]
1;[[0.48239127]]
0;[[0.48173797]]
1;[[0.48236713]]
1;[[0.48192513]]
1;[[0.48239988]]
1;[[0.48237798]]
1;[[0.48194674]]
0;[[0.48236924]]
1;[[0.48239177]]
1;[[0.48236647]]
0;[[0.48239103]]
1;[[0.48234838]]
0;[[0.4823714]]
0;[[0.48238474]]
0;[[0.48237965]]
1;[[0.48237187]]
1;[[0.48234427]]
1;[[0.4824025]]
1;[[0.4823829]]
1;[[0.48237187]]
0;[[0.48237765]]
0;[[0.48238367]]
0;[[0.4823828]]
0;[[0.4821157]]
1;[[0.4823913]]
1;[[0.48239085]]
1;[[0.48233676]]
0;[[0.48238367]]
1;[[0.48211333]]
1;[[0.48237145]]
0;[[0.4823909]]
0;[[0.48236713]]
0;[[0.48225525]]
1;[[0.4823875]]
1;[[0.48235145]]
1;[[0.48237145]]
1;[[0.48238474]]
1;[[0.48238474]]
0;[[0.481735]]
0;[[0.48218495]]
0;[[0.48239163]]
0;[[0.48236334]]
1;[[0.48238203]]
1;[[0.48238203]]
1;[[0.48231712]]
0;[[0.48224813]]
0;[[0.48226538]]
0;[[0.48239163]]
0;[[0.48239115]]
1;[[0.48179135]]
1;[[0.48239157]]
0;[[0.48237166]]
1;[[0.48201957]]
0;[[0.48238367]]
1;[[0.48217008]]
0;[[0.48239177]]
1;[[0.48238918]]
0;[[0.48235095]]
0;[[0.48237664]]
1;[[0.4822024]]
1;[[0.48238897]]
0;[[0.48237982]]
1;[[0.48228]]
1;[[0.4822508]]
1;[[0.4823765]]
1;[[0.48237765]]
0;[[0.48165452]]
1;[[0.48239163]]
0;[[0.48239157]]
1;[[0.48239794]]
1;[[0.48227388]]
1;[[0.48238334]]
0;[[0.4823855]]
0;[[0.48225582]]
0;[[0.4822995]]
0;[[0.48238474]]
1;[[0.4817741]]
0;[[0.48238367]]
0;[[0.48237187]]
1;[[0.48233813]]
1;[[0.4823191]]
0;[[0.48239103]]
1;[[0.48237962]]
1;[[0.48194018]]
1;[[0.48236364]]
0;[[0.482314]]
1;[[0.48237616]]
1;[[0.4823895]]
0;[[0.48239177]]
1;[[0.48197415]]
1;[[0.4823787]]
1;[[0.48238367]]
1;[[0.48211244]]
1;[[0.48239177]]
1;[[0.48238897]]
1;[[0.48239127]]
0;[[0.4823855]]
0;[[0.48218867]]
1;[[0.48238406]]
1;[[0.48240298]]
1;[[0.48238897]]
1;[[0.48239163]]
1;[[0.48239163]]
1;[[0.48238713]]
0;[[0.48165324]]
0;[[0.48238802]]
0;[[0.48239163]]
0;[[0.4823917]]
0;[[0.48237723]]
0;[[0.48237693]]
1;[[0.48234996]]
1;[[0.4823733]]
1;[[0.48237738]]
1;[[0.48219123]]
0;[[0.48238498]]
0;[[0.48236352]]
0;[[0.48238334]]
0;[[0.48236713]]
0;[[0.48238897]]
1;[[0.4823953]]
0;[[0.48231602]]
1;[[0.48238897]]
1;[[0.4822488]]
0;[[0.4818329]]
0;[[0.48238897]]
1;[[0.48237693]]
1;[[0.48238367]]
1;[[0.48238486]]
1;[[0.4823907]]
1;[[0.4823255]]
0;[[0.48237765]]
1;[[0.48238325]]
0;[[0.48238367]]
1;[[0.4823812]]
0;[[0.4808947]]
1;[[0.48235458]]
1;[[0.48236698]]
0;[[0.48237765]]
0;[[0.48238444]]
1;[[0.48236105]]
1;[[0.48235688]]
1;[[0.48237628]]
1;[[0.48215905]]
0;[[0.4823855]]
1;[[0.48234046]]
0;[[0.4823743]]
1;[[0.48235148]]
0;[[0.4822521]]
1;[[0.48235095]]
1;[[0.48239753]]
0;[[0.48227012]]
1;[[0.4823826]]
1;[[0.48220658]]
0;[[0.48219725]]
1;[[0.4823809]]
1;[[0.48239163]]
0;[[0.48237687]]
0;[[0.48238474]]
0;[[0.48237187]]
1;[[0.4822553]]
1;[[0.48237765]]
1;[[0.48235095]]
0;[[0.4823343]]
1;[[0.48226607]]
1;[[0.48227528]]
0;[[0.48239163]]
1;[[0.48221096]]
1;[[0.48213625]]
1;[[0.4823799]]
1;[[0.48234957]]
1;[[0.48238862]]
0;[[0.48237187]]
1;[[0.4822737]]
1;[[0.48239177]]
0;[[0.48238832]]
1;[[0.48237187]]
0;[[0.48234525]]
0;[[0.48238498]]
0;[[0.48238897]]
0;[[0.48237765]]
0;[[0.48238367]]
1;[[0.4823895]]
1;[[0.48239163]]
1;[[0.48237187]]
0;[[0.4823911]]
1;[[0.4823802]]
0;[[0.48235485]]
1;[[0.48238897]]
0;[[0.48237115]]
1;[[0.48239988]]
0;[[0.4823855]]
1;[[0.48238897]]
1;[[0.48231575]]
0;[[0.48237187]]
1;[[0.48166147]]
1;[[0.48236704]]
0;[[0.48239163]]
1;[[0.48231706]]
1;[[0.48212522]]
0;[[0.48236704]]
1;[[0.48238862]]
0;[[0.48239163]]
1;[[0.48237178]]
0;[[0.48238897]]
1;[[0.48224857]]
0;[[0.48237765]]
0;[[0.48236713]]
0;[[0.48239163]]
0;[[0.48226246]]
0;[[0.48238367]]
1;[[0.48238838]]
1;[[0.4823611]]
1;[[0.48235142]]
1;[[0.48238903]]
0;[[0.48237765]]
1;[[0.48234087]]
1;[[0.48169932]]
1;[[0.4822741]]
1;[[0.48233095]]
1;[[0.48237258]]
1;[[0.4818117]]
0;[[0.48235932]]
1;[[0.4822721]]
0;[[0.48237073]]
0;[[0.4823907]]
1;[[0.48227474]]
1;[[0.48218757]]
1;[[0.48239043]]
0;[[0.4821974]]
1;[[0.48235136]]
1;[[0.4823166]]
0;[[0.4823897]]
0;[[0.48089603]]
1;[[0.4823743]]
1;[[0.48240748]]
1;[[0.48226607]]
1;[[0.4823836]]
0;[[0.48239756]]
1;[[0.48237967]]
0;[[0.4814016]]
0;[[0.48238334]]
0;[[0.4823855]]
1;[[0.48239163]]
0;[[0.48238462]]
0;[[0.48238862]]
0;[[0.48239163]]
0;[[0.48237187]]
0;[[0.48233312]]
0;[[0.48237544]]
0;[[0.4822695]]
1;[[0.48239043]]
1;[[0.48238844]]
1;[[0.48224926]]
1;[[0.4818562]]
0;[[0.48237765]]
1;[[0.48232743]]
1;[[0.4817163]]
1;[[0.48238245]]
1;[[0.48239163]]
1;[[0.48221573]]
0;[[0.4817276]]
0;[[0.4823855]]
0;[[0.4819404]]
0;[[0.48219872]]
1;[[0.4823611]]
1;[[0.48219237]]
0;[[0.48237765]]
0;[[0.48238334]]
1;[[0.4823137]]
1;[[0.48231357]]
0;[[0.48228493]]
0;[[0.48236713]]
0;[[0.48237765]]
1;[[0.4823836]]
0;[[0.4823895]]
1;[[0.482119]]
0;[[0.48226497]]
0;[[0.48237765]]
0;[[0.48231095]]
0;[[0.482266]]
1;[[0.48239163]]
0;[[0.48168188]]
0;[[0.48238367]]
1;[[0.48241204]]
0;[[0.48164916]]
0;[[0.48237398]]
0;[[0.48237765]]
0;[[0.48220158]]
1;[[0.48237765]]
1;[[0.48226127]]
0;[[0.4823313]]
0;[[0.4819688]]
0;[[0.4823463]]
0;[[0.48173666]]
1;[[0.482203]]
1;[[0.4822015]]
1;[[0.4823348]]
0;[[0.48239043]]
0;[[0.48237762]]
1;[[0.4823847]]
1;[[0.48217326]]
0;[[0.48231095]]
0;[[0.48237765]]
0;[[0.4821887]]
1;[[0.48238897]]
1;[[0.4823896]]
0;[[0.48221388]]
1;[[0.4823743]]
0;[[0.481737]]
1;[[0.48218942]]
0;[[0.48239163]]
1;[[0.48239163]]
0;[[0.4823837]]
1;[[0.48238888]]
0;[[0.48239163]]
1;[[0.48239127]]
0;[[0.48238862]]
0;[[0.48239177]]
1;[[0.48234227]]
0;[[0.48220164]]
0;[[0.48239163]]
0;[[0.48173797]]
1;[[0.48238474]]
0;[[0.4823876]]
0;[[0.48237687]]
0;[[0.48235312]]
0;[[0.48239163]]
0;[[0.48238498]]
0;[[0.48238498]]
0;[[0.48239177]]
1;[[0.4823222]]
0;[[0.4823693]]
0;[[0.48239177]]
0;[[0.48239136]]
0;[[0.48226452]]
0;[[0.48238918]]
1;[[0.48233184]]
1;[[0.48237765]]
1;[[0.4818117]]
1;[[0.48220187]]
1;[[0.4823828]]
1;[[0.48171633]]
1;[[0.48232886]]
1;[[0.48237708]]
0;[[0.48235506]]
0;[[0.48238498]]
0;[[0.48238367]]
0;[[0.4823983]]
1;[[0.48237687]]
0;[[0.48237732]]
0;[[0.48239163]]
0;[[0.48238474]]
0;[[0.4823904]]
0;[[0.48237664]]
1;[[0.48238844]]
0;[[0.48238474]]
1;[[0.4821984]]
0;[[0.48238227]]
0;[[0.4823804]]
1;[[0.4822162]]
1;[[0.48238978]]
1;[[0.48238274]]
1;[[0.48229948]]
0;[[0.48237765]]
0;[[0.48238474]]
0;[[0.48237765]]
0;[[0.4823823]]
1;[[0.48238719]]
0;[[0.48239163]]
1;[[0.4817343]]
1;[[0.4815371]]
1;[[0.48232785]]
1;[[0.4823727]]
1;[[0.48238418]]
1;[[0.4822568]]
0;[[0.4821892]]
0;[[0.48238245]]
0;[[0.48235616]]
1;[[0.48239177]]
0;[[0.48238474]]
1;[[0.48238987]]
1;[[0.4823904]]
1;[[0.48173392]]
0;[[0.48237643]]
1;[[0.48240227]]
1;[[0.4823891]]
0;[[0.4817232]]
1;[[0.4822557]]
0;[[0.48238897]]
0;[[0.48231435]]
1;[[0.48239034]]
1;[[0.48238334]]
1;[[0.48238334]]
1;[[0.48235112]]
0;[[0.48235223]]
1;[[0.48215833]]
1;[[0.4823425]]
0;[[0.48238277]]
0;[[0.48237765]]
1;[[0.48167655]]
1;[[0.48239022]]
1;[[0.48236462]]
0;[[0.48237765]]
0;[[0.48239163]]
1;[[0.4822435]]
0;[[0.48236713]]
1;[[0.48204362]]
0;[[0.48237765]]
1;[[0.48237532]]
0;[[0.48235932]]
0;[[0.4823881]]
1;[[0.48238423]]
1;[[0.4820509]]
1;[[0.4823392]]
0;[[0.48239177]]
0;[[0.48238897]]
0;[[0.48238474]]
1;[[0.48239002]]
1;[[0.48225036]]
1;[[0.48237583]]
0;[[0.4822614]]
1;[[0.48237765]]
0;[[0.48238367]]
1;[[0.4823838]]
0;[[0.48238996]]
1;[[0.48239127]]
0;[[0.48233542]]
1;[[0.48238498]]
0;[[0.4823902]]
0;[[0.48218873]]
0;[[0.48236713]]
1;[[0.48239523]]
0;[[0.48237187]]
0;[[0.48224813]]
0;[[0.48238367]]
0;[[0.48238498]]
0;[[0.48122892]]
0;[[0.48238203]]
1;[[0.48236346]]
0;[[0.48238984]]
0;[[0.4823917]]
0;[[0.48238897]]
0;[[0.48237765]]
0;[[0.48231727]]
0;[[0.4823886]]
1;[[0.48237765]]
1;[[0.48237562]]
0;[[0.48236996]]
0;[[0.48239127]]
1;[[0.48239028]]
1;[[0.48237574]]
0;[[0.48222238]]
1;[[0.48200235]]
1;[[0.48220307]]
0;[[0.4823829]]
1;[[0.48212108]]
0;[[0.4823716]]
1;[[0.4823836]]
0;[[0.48239127]]
1;[[0.4823254]]
0;[[0.48236713]]
0;[[0.48235458]]
0;[[0.48237765]]
0;[[0.48239163]]
1;[[0.48233154]]
1;[[0.482389]]
1;[[0.48233572]]
0;[[0.48232704]]
0;[[0.4821255]]
0;[[0.48237732]]
0;[[0.48239043]]
0;[[0.48239163]]
0;[[0.4823911]]
0;[[0.48236713]]
1;[[0.48238742]]
0;[[0.4823884]]
0;[[0.4821893]]
0;[[0.48238897]]
1;[[0.48238918]]
1;[[0.4823911]]
0;[[0.4823821]]
0;[[0.481735]]
0;[[0.48239177]]
1;[[0.48238897]]
1;[[0.48235142]]
0;[[0.48238277]]
0;[[0.48238498]]
1;[[0.48210493]]
0;[[0.48237702]]
1;[[0.48231453]]
0;[[0.48235488]]
0;[[0.48238277]]
1;[[0.48233026]]
0;[[0.48238933]]
0;[[0.4823372]]
1;[[0.48240066]]
0;[[0.48239157]]
1;[[0.48235834]]
0;[[0.48233125]]
0;[[0.48238334]]
1;[[0.48236656]]
0;[[0.48239163]]
0;[[0.48238248]]
1;[[0.48235503]]
1;[[0.48239163]]
0;[[0.48238567]]
1;[[0.48226467]]
0;[[0.48236126]]
1;[[0.48238474]]
1;[[0.48227474]]
0;[[0.48238236]]
1;[[0.48238444]]
1;[[0.4823897]]
0;[[0.4823776]]
1;[[0.4823776]]
0;[[0.48238352]]
1;[[0.48240307]]
0;[[0.4823855]]
1;[[0.48237717]]
0;[[0.48231602]]
0;[[0.48225337]]
1;[[0.48236766]]
0;[[0.4823743]]
1;[[0.48239148]]
0;[[0.48238397]]
1;[[0.48233664]]
1;[[0.4823881]]
0;[[0.48238367]]
0;[[0.48236397]]
0;[[0.48233312]]
1;[[0.4820977]]
1;[[0.48238897]]
1;[[0.4823743]]
0;[[0.48239163]]
1;[[0.48239064]]
1;[[0.4823512]]
0;[[0.48225054]]
0;[[0.48231235]]
1;[[0.48190343]]
0;[[0.48235774]]
0;[[0.48237544]]
0;[[0.48237765]]
1;[[0.482401]]
1;[[0.48238474]]
0;[[0.48238367]]
1;[[0.48239163]]
0;[[0.48237765]]
0;[[0.48231602]]
1;[[0.4816549]]
1;[[0.48212406]]
0;[[0.48238233]]
0;[[0.48226997]]
0;[[0.48235095]]
0;[[0.48238334]]
0;[[0.48237765]]
0;[[0.4823743]]
0;[[0.48238447]]
0;[[0.48236996]]
1;[[0.48135376]]
1;[[0.4823855]]
0;[[0.4823915]]
0;[[0.48237765]]
1;[[0.48238358]]
1;[[0.4823408]]
1;[[0.48194212]]
0;[[0.48231095]]
0;[[0.48238862]]
0;[[0.4823841]]
0;[[0.48239672]]
1;[[0.4823831]]
0;[[0.4823855]]
0;[[0.48235473]]
0;[[0.48222384]]
1;[[0.482371]]
1;[[0.48232102]]
0;[[0.48238474]]
1;[[0.48238426]]
0;[[0.4823855]]
1;[[0.48238456]]
1;[[0.48200342]]
1;[[0.48221463]]
